Fiscal Year,Budget Type,Organization Entity,Command Name,Pillar Name,District Name,Unit Name,Feature_Category,Cost Element,Cost Element Long Name,Amount,ObjectId
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,4-Materials & Supplies,2010,Stationery and office supplies,3700,2159
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4699,Repairs and maintenance (other),800,2160
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4441,Contracted services - Cable TV,3000,2161
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4760,Membership fees,2500,2162
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4770,Parking expenses,200,2163
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,4-Materials & Supplies,2620,Animal care supplies,155900,2164
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4760,Membership fees,3500,2165
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4516,Repairs - technical equipment,20000,2166
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4770,Parking expenses,100,2167
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4804,Wireless devices,700,2168
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,4-Materials & Supplies,2670,Uniforms,22000,2169
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4770,Parking expenses,1000,2170
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4659,Maintenance - computer,5000,2171
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4804,Wireless devices,2000,2172
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4811,Wireless services,600,2173
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,4-Materials & Supplies,2999,Miscellaneous materials,40100,2174
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4804,Wireless devices,10000,2175
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4760,Membership fees,3200,2176
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4770,Parking expenses,200,2177
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4811,Wireless services,5500,2178
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4815,Courier services,400,2179
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4860,Hazardous waste removal,10000,2180
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,4970,Services & rents - general,15700,2181
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,6570,Bank service charges,560000,2182
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,340000,2183
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1504,Regular salaries - Uniform,1541400,2184
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1505,Regular salaries - Civilian A,5330800,2185
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1507,Regular salaries - Civilian C,52618100,2186
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1533,Alternate rate - Uniform,3200,2187
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1534,Alternate rate - Civilian A,17700,2188
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1536,Alternate rate - Civilian C,122200,2189
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1552,Shift Bonus - Civilian A,4100,2190
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,1-Salaries,1554,Shift Bonus - Civilian C,130000,2191
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,2-Premium Pay,1582,Overtime premium pay - Civilian,45600,2192
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,2-Premium Pay,1583,Callback premium pay - Civilian,38100,2193
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,2-Premium Pay,1584,Lieutime premium pay - Civilian,243600,2194
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,3-Benefits,1744,EI - Uniform,16900,2195
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,3-Benefits,1746,EI - Civilian,862600,2196
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,3-Benefits,1764,CPP - Uniform,52000,2197
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,3-Benefits,1765,CPP - Civilian,2648900,2198
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,3-Benefits,1773,OMERS - Uniform,185400,2199
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,3-Benefits,1776,OMERS - Civilian,5991600,2200
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,4-Materials & Supplies,2010,Stationery and office supplies,27900,2201
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,4-Materials & Supplies,2020,Books & Magazines,200,2202
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,4-Materials & Supplies,2082,Health & Safety supplies,400,2203
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,4-Materials & Supplies,2083,Fingerprint supplies,2000,2204
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,4-Materials & Supplies,2999,Miscellaneous materials,1000,2205
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,5-Equipment,3410,Computers - hardware,3900,2206
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,5-Equipment,3420,Computers - software,500,2207
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4084,Public relations / promotions,400,2208
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4140,Prisoners' meals,250000,2209
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4255,Conferences / seminars,3300,2210
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4312,Courses / seminars,1400,2211
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4441,Contracted services - Cable TV,1300,2212
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4811,Wireless services,600,2213
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4815,Courier services,400,2214
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,7-Revenues,8017,Provincial funding - Court Services,-41407800,2215
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,7-Revenues,8519,Recoveries - Prisoner Return,-757000,2216
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Public Safety Operations,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,96400,2217
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Public Safety Operations,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,202600,2218
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Public Safety Operations,1-Salaries,1504,Regular salaries - Uniform,671100,2219
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Public Safety Operations,1-Salaries,1551,Shift Bonus - Uniform,100,2220
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Public Safety Operations,2-Premium Pay,1572,Overtime premium pay - Uniform,500,2221
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4811,Wireless services,1600,2222
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4815,Courier services,500,2223
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,2215,Hydro,45000,2224
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4815,Courier services,500,2225
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4084,Public relations / promotions,1800,2226
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4860,Hazardous waste removal,7000,2227
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4970,Services & rents - general,400,2228
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4087,Veterinarian fees,39800,2229
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,202600,2230
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4811,Wireless services,29800,2231
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,6-Services,4970,Services & rents - general,100,2232
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,1-Salaries,1505,Regular salaries - Civilian A,55400,2233
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4813,Internet,3600,2234
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1504,Regular salaries - Uniform,3226500,2235
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4147,Clothing & equipment - repair,400,2236
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1744,EI - Uniform,1300,2237
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4815,Courier services,2400,2238
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1505,Regular salaries - Civilian A,237900,2239
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1533,Alternate rate - Uniform,4000,2240
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1541,Statutory Holiday - Uniform,13500,2241
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1551,Shift Bonus - Uniform,9000,2242
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,1-Salaries,1552,Shift Bonus - Civilian A,900,2243
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1571,Court premium pay - Uniform,355400,2244
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1572,Overtime premium pay - Uniform,222400,2245
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1573,Callback premium pay - Uniform,107000,2246
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1574,Lieutime premium pay - Uniform,52500,2247
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1582,Overtime premium pay - Civilian,1000,2248
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,2-Premium Pay,1584,Lieutime premium pay - Civilian,1400,2249
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1744,EI - Uniform,32500,2250
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1746,EI - Civilian,3900,2251
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1764,CPP - Uniform,100000,2252
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1765,CPP - Civilian,12000,2253
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1773,OMERS - Uniform,398000,2254
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,3-Benefits,1776,OMERS - Civilian,23300,2255
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,4-Materials & Supplies,2010,Stationery and office supplies,21600,2256
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,4-Materials & Supplies,2080,Photo / Video supplies,300,2257
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,4-Materials & Supplies,2999,Miscellaneous materials,800,2258
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4083,P.E.U. - towing charges,200,2259
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4084,Public relations / promotions,1400,2260
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4230,Business travel - other expenses,200,2261
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4312,Courses / seminars,5200,2262
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4516,Repairs - technical equipment,500,2263
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4770,Parking expenses,100,2264
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4811,Wireless services,500,2265
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4815,Courier services,100,2266
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,173800,2267
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1504,Regular salaries - Uniform,10457100,2268
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1505,Regular salaries - Civilian A,1666900,2269
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1533,Alternate rate - Uniform,3900,2270
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,1-Salaries,1551,Shift Bonus - Uniform,600,2271
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,2-Premium Pay,1571,Court premium pay - Uniform,12400,2272
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,2-Premium Pay,1572,Overtime premium pay - Uniform,586800,2273
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,2-Premium Pay,1573,Callback premium pay - Uniform,461400,2274
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,2-Premium Pay,1574,Lieutime premium pay - Uniform,63200,2275
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,2-Premium Pay,1582,Overtime premium pay - Civilian,1000,2276
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,2-Premium Pay,1583,Callback premium pay - Civilian,1000,2277
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Homicide & Missing Persons,2-Premium Pay,1584,Lieutime premium pay - Civilian,1000,2278
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4970,Services & rents - general,117400,2279
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1746,EI - Civilian,1300,2280
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4255,Conferences / seminars,6000,2281
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),7-Revenues,8044,Grants - other government,-1120000,2282
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4312,Courses / seminars,2400,2283
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1764,CPP - Uniform,4000,2284
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),7-Revenues,8521,Recoveries - Monitors,-1400000,2285
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4441,Contracted services - Cable TV,900,2286
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1765,CPP - Civilian,4000,2287
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,173800,2288
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4811,Wireless services,500,2289
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1773,OMERS - Uniform,26800,2290
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1504,Regular salaries - Uniform,6099000,2291
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,6-Services,4970,Services & rents - general,156500,2292
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1776,OMERS - Civilian,4300,2293
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1505,Regular salaries - Civilian A,5765300,2294
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,376400,2295
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,4-Materials & Supplies,2010,Stationery and office supplies,3500,2296
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1533,Alternate rate - Uniform,11500,2297
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1504,Regular salaries - Uniform,5065800,2298
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,4-Materials & Supplies,2020,Books & Magazines,200,2299
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1534,Alternate rate - Civilian A,12100,2300
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1505,Regular salaries - Civilian A,1154400,2301
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4084,Public relations / promotions,400,2302
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1542,Statutory Holiday - Civilian A,3600,2303
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4230,Business travel - other expenses,2500,2304
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1533,Alternate rate - Uniform,1200,2305
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1551,Shift Bonus - Uniform,19000,2306
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4255,Conferences / seminars,900,2307
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1534,Alternate rate - Civilian A,1200,2308
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1552,Shift Bonus - Civilian A,25000,2309
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4312,Courses / seminars,2600,2310
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1541,Statutory Holiday - Uniform,5100,2311
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1571,Court premium pay - Uniform,143300,2312
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4760,Membership fees,1000,2313
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1551,Shift Bonus - Uniform,2400,2314
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1572,Overtime premium pay - Uniform,96100,2315
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4770,Parking expenses,100,2316
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,1-Salaries,1552,Shift Bonus - Civilian A,2900,2317
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1573,Callback premium pay - Uniform,35200,2318
